zona,cadena,cine,direccion,pelicula,formato,horario,precio_general,precio_jubilado,precio_menor,url_pelicula
GBA Norte,Cinemark Hoyts,Hoyts Unicenter,"Paraná 3745, Unicenter Shopping",Akira (1988),2D Subtitulada,19:45,,,,https://www.cinemark.com.ar/peliculas/akira-1988
GBA Norte,Cinemark Hoyts,Hoyts Unicenter,"Paraná 3745, Unicenter Shopping",Backrooms,2D Subtitulada,23:00,,,,https://www.cinemark.com.ar/peliculas/backrooms-version-extendida
GBA Norte,Cinemark Hoyts,Hoyts Unicenter,"Paraná 3745, Unicenter Shopping",Código: Venganza,2D Subtitulada,12:40,,,,https://www.cinemark.com.ar/peliculas/codigo-venganza
GBA Norte,Cinemark Hoyts,Hoyts Unicenter,"Paraná 3745, Unicenter Shopping",Código: Venganza,2D Subtitulada,15:10,,,,https://www.cinemark.com.ar/peliculas/codigo-venganza
GBA Norte,Cinemark Hoyts,Hoyts Unicenter,"Paraná 3745, Unicenter Shopping",Código: Venganza,2D Subtitulada,17:20,,,,https://www.cinemark.com.ar/peliculas/codigo-venganza
GBA Norte,Cinemark Hoyts,Hoyts Unicenter,"Paraná 3745, Unicenter Shopping",Código: Venganza,2D Subtitulada,19:40,,,,https://www.cinemark.com.ar/peliculas/codigo-venganza
GBA Norte,Cinemark Hoyts,Hoyts Unicenter,"Paraná 3745, Unicenter Shopping",Código: Venganza,2D Subtitulada,22:15,,,,https://www.cinemark.com.ar/peliculas/codigo-venganza
GBA Norte,Cinemark Hoyts,Hoyts Unicenter,"Paraná 3745, Unicenter Shopping",Colony,2D Subtitulada,14:45,,,,https://www.cinemark.com.ar/peliculas/colony-zona-cero
GBA Norte,Cinemark Hoyts,Hoyts Unicenter,"Paraná 3745, Unicenter Shopping",Coyote vs. Acme,2D Doblada,12:20,,,,https://www.cinemark.com.ar/peliculas/coyote-vs-acme
GBA Norte,Cinemark Hoyts,Hoyts Unicenter,"Paraná 3745, Unicenter Shopping",Coyote vs. Acme,DBOX 2D Doblada,12:20,,,,https://www.cinemark.com.ar/peliculas/coyote-vs-acme
GBA Norte,Cinemark Hoyts,Hoyts Unicenter,"Paraná 3745, Unicenter Shopping",Coyote vs. Acme,2D Doblada,14:00,,,,https://www.cinemark.com.ar/peliculas/coyote-vs-acme
GBA Norte,Cinemark Hoyts,Hoyts Unicenter,"Paraná 3745, Unicenter Shopping",Coyote vs. Acme,DBOX 2D Doblada,14:00,,,,https://www.cinemark.com.ar/peliculas/coyote-vs-acme
GBA Norte,Cinemark Hoyts,Hoyts Unicenter,"Paraná 3745, Unicenter Shopping",Coyote vs. Acme,2D Doblada,16:30,,,,https://www.cinemark.com.ar/peliculas/coyote-vs-acme
