zona,cadena,cine,direccion,pelicula,formato,horario,precio_general,precio_jubilado,precio_menor,url_pelicula
GBA Norte,Multiplex,Multiplex Pilar,"Las Magnolias 754, Palmas del Pilar",Avengers: Endgame (re Estreno),2D XTREMO Doblada,18:30,,,,https://multiplex.com.ar/peliculas/avengers-endgame-re-estreno/
GBA Norte,Multiplex,Multiplex Pilar,"Las Magnolias 754, Palmas del Pilar",Avengers: Endgame (re Estreno),4D (3D) Doblada,21:30,,,,https://multiplex.com.ar/peliculas/avengers-endgame-re-estreno/
GBA Norte,Multiplex,Multiplex Pilar,"Las Magnolias 754, Palmas del Pilar",Avengers: Endgame (re Estreno),2D XTREMO Doblada,22:00,,,,https://multiplex.com.ar/peliculas/avengers-endgame-re-estreno/
CABA,Multiplex,Multiplex Belgrano,"Vuelta de Obligado 2199, Belgrano",Avengers: Endgame (re Estreno),2D XTREMO Subtitulada,18:35,,,,https://multiplex.com.ar/peliculas/avengers-endgame-re-estreno/
CABA,Multiplex,Multiplex Belgrano,"Vuelta de Obligado 2199, Belgrano",Avengers: Endgame (re Estreno),2D XTREMO Subtitulada,22:00,,,,https://multiplex.com.ar/peliculas/avengers-endgame-re-estreno/
GBA Sur,Cinépolis,Cinépolis Avellaneda,"Av. Mitre 2702, Avellaneda",Primavera en Beechwood,2D Subtitulada,19:00,,,,https://cartelera.ar/pelicula/primavera-en-beechwood
GBA Sur,Cinépolis,Cinépolis Avellaneda,"Av. Mitre 2702, Avellaneda",Tres adioses,2D Subtitulada,21:30,,,,https://cartelera.ar/pelicula/tres-adioses
GBA Sur,Cinépolis,Cinépolis Avellaneda,"Av. Mitre 2702, Avellaneda",Avengers: Endgame Bonus - Infinity Vision,2D Doblada,18:45,,,,https://cartelera.ar/pelicula/avengers-endgame-bonus-infinity-vision
GBA Sur,Cinépolis,Cinépolis Avellaneda,"Av. Mitre 2702, Avellaneda",Avengers: Endgame Bonus - Infinity Vision,3D Subtitulada,22:00,,,,https://cartelera.ar/pelicula/avengers-endgame-bonus-infinity-vision
GBA Sur,Cinépolis,Cinépolis Avellaneda,"Av. Mitre 2702, Avellaneda",Avengers: Endgame Bonus - Infinity Vision,3D Subtitulada,22:40,,,,https://cartelera.ar/pelicula/avengers-endgame-bonus-infinity-vision
GBA Oeste,Cinépolis,Cinépolis Luján,"Av. Constitución 1000, Luján",Primavera en Beechwood,2D Subtitulada,19:00,,,,https://cartelera.ar/pelicula/primavera-en-beechwood
GBA Oeste,Cinépolis,Cinépolis Luján,"Av. Constitución 1000, Luján",Tres adioses,2D Subtitulada,21:30,,,,https://cartelera.ar/pelicula/tres-adioses
GBA Oeste,Cinépolis,Cinépolis Luján,"Av. Constitución 1000, Luján",Avengers: Endgame Bonus - Infinity Vision,2D Doblada,21:30,,,,https://cartelera.ar/pelicula/avengers-endgame-bonus-infinity-vision
GBA Norte,Cinépolis,Cinépolis Pilar,"Panamericana Km. 50, Pilar",Primavera en Beechwood,2D Subtitulada,19:00,,,,https://cartelera.ar/pelicula/primavera-en-beechwood
GBA Norte,Cinépolis,Cinépolis Pilar,"Panamericana Km. 50, Pilar",Tres adioses,2D Subtitulada,21:30,,,,https://cartelera.ar/pelicula/tres-adioses
GBA Norte,Cinépolis,Cinépolis Pilar,"Panamericana Km. 50, Pilar",Avengers: Endgame Bonus - Infinity Vision,2D Doblada,19:00,,,,https://cartelera.ar/pelicula/avengers-endgame-bonus-infinity-vision
GBA Norte,Cinépolis,Cinépolis Pilar,"Panamericana Km. 50, Pilar",Avengers: Endgame Bonus - Infinity Vision,3D Doblada,22:40,,,,https://cartelera.ar/pelicula/avengers-endgame-bonus-infinity-vision
GBA Oeste,Cinépolis,Cinépolis Merlo,Av. Juan Domingo Perón 24098,Avengers: Endgame Bonus - Infinity Vision,2D Doblada,19:00,,,,https://cartelera.ar/pelicula/avengers-endgame-bonus-infinity-vision
GBA Oeste,Cinépolis,Cinépolis Merlo,Av. Juan Domingo Perón 24098,Avengers: Endgame Bonus - Infinity Vision,3D Doblada,22:00,,,,https://cartelera.ar/pelicula/avengers-endgame-bonus-infinity-vision
GBA Oeste,Cinépolis,Cinépolis Merlo,Av. Juan Domingo Perón 24098,Avengers: Endgame Bonus - Infinity Vision,3D Subtitulada,22:40,,,,https://cartelera.ar/pelicula/avengers-endgame-bonus-infinity-vision
CABA,Cine Independiente,CineArte Cacodelphia,"Roque Sáenz Peña 1150, Buenos Aires",Los Vencedores,2D Doblada,21:00,,,,https://cartelera.ar/pelicula/los-vencedores
CABA,Cine Independiente,CineArte Cacodelphia,"Roque Sáenz Peña 1150, Buenos Aires",Islandia,2D Doblada,19:00,,,,https://cartelera.ar/pelicula/islandia
CABA,Atlas Cines,Atlas Liniers,"Av. Rivadavia 11177, Liniers",Avengers: Endgame,2D Doblada,21:00,,,,https://cartelera.ar/pelicula/avengers-endgame
CABA,Atlas Cines,Atlas Flores,"Rivera Indarte 44, Flores",Avengers: Endgame,2D Doblada,21:20,,,,https://cartelera.ar/pelicula/avengers-endgame
CABA,Cinépolis,Cinépolis Houssay,"Av. Corrientes 917, Buenos Aires",Avengers: Endgame Bonus - Infinity Vision,3D Subtitulada,22:00,,,,https://cartelera.ar/pelicula/avengers-endgame-bonus-infinity-vision
